"left daughter","right daughter","split var","split point","status","prediction"
2,3,"varseqacc.120",0.704314391,1,NA
4,5,"meannon.120",9.0916774055,1,NA
6,7,"mediansp.120",2.614761175,1,NA
8,9,"queignon.120",1.6767157,1,NA
10,11,"medianacc.120",0.17607934,1,NA
12,13,"iqracc.120",0.9700412465,1,NA
14,15,"maxsp.120",11.582997,1,NA
16,17,"medianacc.120",0.3365634575,1,NA
18,19,"maxnon.120",7.375,1,NA
20,21,"meanacc.120",0.231259585,1,NA
22,23,"iqrnon.30",0.1874765,1,NA
24,25,"mediannon.120",2.1236641,1,NA
26,27,"queignon.120",2.18496454,1,NA
0,0,NA,0,-1,"Bicycle"
28,29,"meanacc.30",1.058741919,1,NA
30,31,"mediansp.120",0.25,1,NA
32,33,"qutweseqacc.30",0.02263416,1,NA
34,35,"qutweseqacc.30",0.061980079,1,NA
36,37,"varseqacc.120",0.023267904,1,NA
38,39,"twnnon.30",20.725,1,NA
40,41,"varsp.120",35.45545781,1,NA
42,43,"skewseqacc.30",1.310038983,1,NA
44,45,"mediannon.120",12.8125,1,NA
46,47,"minseqacc.30",0.0054706725,1,NA
48,49,"queigseqacc.120",0.74095727,1,NA
50,51,"varsp.120",1.023737307,1,NA
52,53,"maxnon.120",2.5264475,1,NA
54,55,"queigseqsp.120",1.04947812,1,NA
0,0,NA,0,-1,"Bus"
56,57,"skewacc.120",2.5938169015,1,NA
58,59,"queignon.120",0.75,1,NA
60,61,"qutweseqacc.120",0.027258387,1,NA
62,63,"kurtacc.120",18.46960602,1,NA
64,65,"meanacc.120",0.3500237095,1,NA
66,67,"queignon.30",2.375,1,NA
68,69,"medianacc.120",0.3400523575,1,NA
70,71,"varsp.120",22.57259935,1,NA
72,73,"maxacc.120",2.1961898,1,NA
0,0,NA,0,-1,"Car"
74,75,"queigacc.120",0.327153761,1,NA
76,77,"medianacc.120",0.1433882125,1,NA
78,79,"iqrsp.120",10.96875,1,NA
80,81,"meanseqsp.120",0.3844537815,1,NA
82,83,"meanseqsp.120",0.3539915965,1,NA
84,85,"medianacc.120",0.19505171,1,NA
86,87,"qutweseqacc.120",0.047514572,1,NA
88,89,"iqrnon.120",0.125,1,NA
90,91,"queigseqacc.120",0.292346597,1,NA
0,0,NA,0,-1,"Bicycle"
92,93,"qutweseqacc.120",0.042228786,1,NA
0,0,NA,0,-1,"Bicycle"
94,95,"maxnon.30",2.375,1,NA
96,97,"qutweseqacc.120",0.08116829,1,NA
0,0,NA,0,-1,"Car"
