"left daughter","right daughter","split var","split point","status","prediction"
2,3,"meannon.120",1.56394769,1,NA
4,5,"maxseqacc.120",3.6638581,1,NA
6,7,"meansp.120",6.7385416665,1,NA
8,9,"mediannon.30",0.3970719,1,NA
10,11,"mediannon.120",0.42460577,1,NA
12,13,"meanacc.120",0.8123405465,1,NA
14,15,"meanacc.120",0.2135635325,1,NA
16,17,"skewseqacc.120",3.098489125,1,NA
18,19,"varsp.120",0.0266494915,1,NA
20,21,"medianseqacc.120",0.1392936875,1,NA
22,23,"iqracc.120",1.158350735,1,NA
24,25,"varsp.120",21.09389221,1,NA
26,27,"maxsp.120",9.875,1,NA
28,29,"mediannon.120",19.9375,1,NA
30,31,"meanseqsp.30",0.0646551725,1,NA
32,33,"queigacc.120",0.373106488,1,NA
34,35,"maxsp.120",1.45984345,1,NA
36,37,"queigseqacc.30",0.203877932,1,NA
38,39,"meanacc.30",0.111356754,1,NA
40,41,"maxsp.30",0.451847925,1,NA
42,43,"minacc.30",0.0014971175,1,NA
44,45,"maxseqacc.120",8.9859284,1,NA
46,47,"queigseqacc.120",0.963729344,1,NA
48,49,"varseqacc.30",0.017177035,1,NA
50,51,"queigseqacc.120",0.137684027,1,NA
52,53,"maxnon.120",2.875,1,NA
54,55,"queigseqacc.120",1.00255276,1,NA
56,57,"varacc.120",0.037453594,1,NA
0,0,NA,0,-1,"Car"
58,59,"minnon.30",2.375,1,NA
60,61,"minseqacc.120",1.35e-07,1,NA
62,63,"varacc.30",0.003097853,1,NA
64,65,"maxacc.120",2.2431229,1,NA
66,67,"iqracc.120",0.141036094,1,NA
68,69,"kurtacc.30",8.5343005775,1,NA
70,71,"maxnon.120",1.00775425,1,NA
72,73,"iqrseqacc.120",0.2724920075,1,NA
74,75,"medianacc.30",0.03942394,1,NA
76,77,"queignon.30",1.1,1,NA
78,79,"maxseqacc.120",5.124327025,1,NA
80,81,"varseqsp.120",0.045480622,1,NA
0,0,NA,0,-1,"Wait"
82,83,"medianseqacc.120",0.31101409,1,NA
84,85,"kurtacc.120",18.328200625,1,NA
86,87,"entseqacc.30",1.1202062785,1,NA
88,89,"queigseqacc.120",0.9302006,1,NA
