"left daughter","right daughter","split var","split point","status","prediction"
2,3,"maxsp.120",3.61218345,1,NA
4,5,"iqrseqacc.120",0.4797447125,1,NA
6,7,"queigsp.120",12.59869705,1,NA
8,9,"maxnon.30",1.45984345,1,NA
10,11,"varsp.120",0.6132025265,1,NA
12,13,"qutweseqacc.30",0.10963,1,NA
14,15,"varseqacc.30",0.013257603,1,NA
16,17,"medianseqacc.120",0.11866689,1,NA
18,19,"minseqacc.120",4.97e-05,1,NA
20,21,"mediannon.30",2.12543165,1,NA
22,23,"iqrseqacc.120",1.527204169,1,NA
24,25,"meanseqacc.30",0.1144412475,1,NA
26,27,"varsp.120",8.2589399975,1,NA
28,29,"queigacc.120",0.34218168,1,NA
30,31,"maxsp.120",23.252659,1,NA
32,33,"skewacc.30",1.474533754,1,NA
34,35,"maxacc.30",9.4183235,1,NA
36,37,"skewseqacc.120",5.865968933,1,NA
38,39,"qutweacc.120",0.040486841,1,NA
40,41,"kurtacc.120",11.43884692,1,NA
42,43,"medianacc.120",1.573950925,1,NA
44,45,"queigseqacc.30",0.706739296,1,NA
46,47,"medianacc.30",2.3905873,1,NA
48,49,"varacc.120",0.0461223525,1,NA
50,51,"maxnon.120",7.625,1,NA
52,53,"maxseqacc.120",13.34803715,1,NA
54,55,"medianseqsp.30",0.191374,1,NA
56,57,"queignon.120",21,1,NA
58,59,"medianseqsp.120",0.0805215,1,NA
60,61,"queigseqsp.120",0.8,1,NA
0,0,NA,0,-1,"Car"
62,63,"minseqacc.30",0.000353102,1,NA
64,65,"maxseqacc.120",1.7297127,1,NA
66,67,"meanacc.30",0.3739726475,1,NA
0,0,NA,0,-1,"Wait"
68,69,"queigseqacc.30",0.733373485,1,NA
0,0,NA,0,-1,"Rail"
70,71,"skewseqacc.30",2.919388785,1,NA
72,73,"kurtacc.30",24.060137355,1,NA
74,75,"queigseqacc.120",0.701752646,1,NA
76,77,"iqracc.120",1.3605972485,1,NA
0,0,NA,0,-1,"Wait"
0,0,NA,0,-1,"Walk"
0,0,NA,0,-1,"Walk"
0,0,NA,0,-1,"Bicycle"
0,0,NA,0,-1,"Wait"
0,0,NA,0,-1,"Walk"
78,79,"queigacc.120",0.395593026,1,NA
80,81,"kurtseqacc.120",135.4509294,1,NA
82,83,"iqrseqacc.30",0.25817726,1,NA
84,85,"queignon.120",11.275,1,NA
86,87,"meannon.30",0.642479648,1,NA
0,0,NA,0,-1,"Walk"
88,89,"queignon.30",11.4,1,NA
90,91,"queigseqsp.120",0.57109818,1,NA
92,93,"minseqacc.30",0.003864568,1,NA
94,95,"maxsp.30",13.875,1,NA
96,97,"varacc.120",0.062353602,1,NA
98,99,"qutweacc.30",0.0923533645,1,NA
100,101,"medianseqacc.120",0.09558628,1,NA
102,103,"meanacc.120",1.1113641745,1,NA
104,105,"iqracc.120",0.17329966,1,NA
106,107,"iqracc.30",0.106641327,1,NA
108,109,"medianseqacc.30",0.017004138,1,NA
110,111,"minsp.30",0.5,1,NA
112,113,"maxacc.30",1.73104505,1,NA
0,0,NA,0,-1,"Walk"
0,0,NA,0,-1,"Bus"
114,115,"maxseqsp.120",0.125,1,NA
116,117,"minnon.30",1.5,1,NA
0,0,NA,0,-1,"Wait"
118,119,"maxnon.120",3.375,1,NA
120,121,"mediannon.120",1.375,1,NA
0,0,NA,0,-1,"Wait"
122,123,"varacc.120",1.192396499,1,NA
124,125,"mediannon.30",1.0625,1,NA
0,0,NA,0,-1,"Walk"
126,127,"meanseqacc.120",0.082467758,1,NA
128,129,"qutweseqacc.120",0.013560514,1,NA
130,131,"entacc.120",0.132562414,1,NA
0,0,NA,0,-1,"Rail"
132,133,"varseqacc.120",0.0464367625,1,NA
134,135,"kurtacc.30",17.52866818,1,NA
136,137,"iqracc.120",0.3797846465,1,NA
138,139,"skewacc.120",4.184662676,1,NA
0,0,NA,0,-1,"Bus"
140,141,"meansp.30",8.4833333335,1,NA
0,0,NA,0,-1,"Wait"
0,0,NA,0,-1,"Car"
