"left daughter","right daughter","split var","split point","status","prediction"
2,3,"meannon.120",1.644636194,1,NA
4,5,"iqracc.120",0.697320034,1,NA
6,7,"meannon.120",9.753440367,1,NA
8,9,"kurtacc.120",7.892180037,1,NA
10,11,"queigseqacc.120",0.97818194,1,NA
12,13,"maxsp.120",7.625,1,NA
14,15,"meanseqacc.120",0.1188208645,1,NA
16,17,"queigseqacc.120",0.063663777,1,NA
18,19,"meansp.30",0.3708333335,1,NA
20,21,"meanacc.120",1.263268685,1,NA
22,23,"skewseqacc.120",2.957945672,1,NA
24,25,"iqracc.120",0.3835635225,1,NA
26,27,"meanacc.120",0.233438324,1,NA
28,29,"meansp.120",15.119791665,1,NA
30,31,"queigseqsp.120",0.124983,1,NA
0,0,NA,0,-1,"Wait"
32,33,"skewseqacc.120",1.768707077,1,NA
34,35,"maxnon.120",1.875,1,NA
36,37,"meannon.120",0.669642857,1,NA
38,39,"minacc.120",0.0011874275,1,NA
40,41,"kurtacc.120",20.29298002,1,NA
42,43,"meanacc.120",1.2598804325,1,NA
44,45,"skewacc.120",3.348919361,1,NA
46,47,"maxseqacc.120",2.32523495,1,NA
48,49,"mediannon.120",2.5625,1,NA
50,51,"minacc.120",0.000734753,1,NA
52,53,"varsp.120",22.079722515,1,NA
54,55,"meanacc.30",0.2870274045,1,NA
0,0,NA,0,-1,"Car"
0,0,NA,0,-1,"Rail"
56,57,"queigacc.120",1.47812351,1,NA
58,59,"kurtacc.30",2.298952729,1,NA
60,61,"varseqacc.120",0.0672678625,1,NA
62,63,"iqrseqacc.30",0.056193478,1,NA
64,65,"varacc.120",0.0478135285,1,NA
0,0,NA,0,-1,"Rail"
66,67,"meanseqacc.120",0.169076324,1,NA
0,0,NA,0,-1,"Wait"
68,69,"entacc.30",0.4348037105,1,NA
70,71,"varseqacc.120",2.9525420865,1,NA
0,0,NA,0,-1,"Walk"
72,73,"minacc.120",0.11958607,1,NA
0,0,NA,0,-1,"Walk"
74,75,"iqrseqacc.120",0.805347268,1,NA
76,77,"queignon.120",1.10612425,1,NA
78,79,"iqracc.120",0.1111098885,1,NA
80,81,"minacc.30",0.124433182,1,NA
82,83,"meanacc.120",2.120265401,1,NA
