"left daughter","right daughter","split var","split point","status","prediction"
2,3,"queigacc.120",2.07047989,1,NA
4,5,"varseqsp.120",0.075576841,1,NA
6,7,"queigsp.120",2.13103065,1,NA
8,9,"mediannon.120",2.0625,1,NA
10,11,"queigseqacc.30",0.194202519,1,NA
12,13,"kurtseqacc.120",34.57872323,1,NA
14,15,"maxsp.120",11.375,1,NA
16,17,"iqracc.120",0.583912669,1,NA
18,19,"queigsp.30",8,1,NA
20,21,"medianacc.30",0.34339692,1,NA
22,23,"meansp.120",7.073958333,1,NA
24,25,"qutweseqacc.120",0.0150446785,1,NA
26,27,"entseqacc.30",0.9460239905,1,NA
28,29,"maxnon.30",2.5367375,1,NA
0,0,NA,0,-1,"Bus"
30,31,"mediansp.120",0.25,1,NA
32,33,"minnon.120",0.125,1,NA
34,35,"queigacc.30",0.57489862,1,NA
36,37,"meannon.120",14.651711845,1,NA
38,39,"varseqacc.120",0.0115805055,1,NA
40,41,"iqrsp.120",8.40625,1,NA
42,43,"maxsp.120",7.625,1,NA
44,45,"queignon.120",13.1091904,1,NA
0,0,NA,0,-1,"Rail"
46,47,"mediannon.30",2.12543165,1,NA
0,0,NA,0,-1,"Walk"
0,0,NA,0,-1,"Wait"
48,49,"meanseqsp.120",0.0651260505,1,NA
0,0,NA,0,-1,"Bicycle"
50,51,"qutweseqacc.120",0.009527842,1,NA
52,53,"iqrseqacc.120",0.2361344615,1,NA
54,55,"medianseqacc.120",0.13696474,1,NA
56,57,"medianacc.30",0.13346331,1,NA
58,59,"mediannon.30",2.625,1,NA
60,61,"queigseqacc.120",0.286935312,1,NA
0,0,NA,0,-1,"Rail"
62,63,"iqrsp.30",0.1249835,1,NA
64,65,"maxnon.120",4.875,1,NA
66,67,"qutwesp.30",3.075,1,NA
68,69,"queigsp.120",11.4,1,NA
70,71,"qutweseqacc.120",0.02070452,1,NA
72,73,"queigacc.30",0.823728924,1,NA
74,75,"varseqsp.120",0.63759614,1,NA
76,77,"iqrseqacc.120",0.4710644495,1,NA
78,79,"meanacc.120",0.187431258,1,NA
80,81,"meanacc.30",2.050632304,1,NA
0,0,NA,0,-1,"Bicycle"
82,83,"kurtseqacc.120",7.5402397265,1,NA
0,0,NA,0,-1,"Bicycle"
84,85,"qutweseqacc.30",0.0150267815,1,NA
86,87,"kurtacc.120",8.1664416115,1,NA
88,89,"minacc.30",0.006141367,1,NA
0,0,NA,0,-1,"Walk"
90,91,"auto.corr.120",0.4586166495,1,NA
92,93,"minacc.120",0.0818017375,1,NA
94,95,"minsp.30",0.25,1,NA
96,97,"qutweacc.120",0.324590446,1,NA
98,99,"meannon.30",0.6458333335,1,NA
0,0,NA,0,-1,"Bus"
0,0,NA,0,-1,"Car"
100,101,"maxnon.120",3,1,NA
0,0,NA,0,-1,"Rail"
0,0,NA,0,-1,"Car"
102,103,"iqracc.30",0.0685382915,1,NA
104,105,"twnnon.30",20.475,1,NA
106,107,"meansp.120",5.028125,1,NA
108,109,"maxsp.120",24.625,1,NA
110,111,"varseqacc.120",0.0400081125,1,NA
0,0,NA,0,-1,"Car"
112,113,"queigacc.120",0.59411,1,NA
0,0,NA,0,-1,"Car"
114,115,"medianacc.120",0.6669690625,1,NA
116,117,"queigsp.120",1.8671807,1,NA
118,119,"queigacc.30",0.753036254,1,NA
120,121,"maxsp.30",17.125,1,NA
