"left daughter","right daughter","split var","split point","status","prediction"
2,3,"iqracc.120",1.20136869,1,NA
4,5,"queigseqsp.120",0.2317849,1,NA
6,7,"meansp.30",2.6374165745,1,NA
8,9,"qutweseqacc.120",0.086854724,1,NA
10,11,"meannon.120",10.71863353,1,NA
12,13,"iqrseqacc.120",0.5529495915,1,NA
14,15,"queigseqacc.120",0.842389224,1,NA
16,17,"queignon.120",1.7017157,1,NA
18,19,"maxnon.120",2.2817402,1,NA
20,21,"maxseqacc.120",1.2281151,1,NA
22,23,"varacc.120",0.030325776,1,NA
24,25,"maxseqacc.30",9.19775861,1,NA
26,27,"mediannon.120",1.87230945,1,NA
28,29,"iqracc.30",0.4819131775,1,NA
0,0,NA,0,-1,"Bicycle"
30,31,"iqrseqacc.120",0.305626169,1,NA
32,33,"meansp.30",6.239403837,1,NA
34,35,"qutweseqacc.120",0.1073756045,1,NA
0,0,NA,0,-1,"Bicycle"
36,37,"medianacc.120",0.3400523575,1,NA
38,39,"qutweacc.120",0.351137825,1,NA
40,41,"qutweseqacc.120",0.02364169,1,NA
42,43,"qutwesp.120",4.175,1,NA
0,0,NA,0,-1,"Bus"
0,0,NA,0,-1,"Wait"
44,45,"queigsp.120",2.09702493,1,NA
46,47,"medianacc.120",1.99370145,1,NA
0,0,NA,0,-1,"Car"
0,0,NA,0,-1,"Bus"
48,49,"minsp.30",0.25,1,NA
50,51,"qutweseqacc.30",0.102988849,1,NA
52,53,"auto.corr.120",0.547787064,1,NA
54,55,"queigseqacc.120",0.627160219,1,NA
56,57,"qutweseqacc.30",0.13901328,1,NA
0,0,NA,0,-1,"Walk"
58,59,"minacc.120",0.00040597,1,NA
60,61,"maxacc.120",1.00842615,1,NA
62,63,"meansp.30",7.1541666665,1,NA
64,65,"medianseqacc.120",0.2668874,1,NA
66,67,"medianseqacc.120",0.078876215,1,NA
68,69,"varseqsp.120",0.286697942,1,NA
70,71,"minacc.120",0.0051852735,1,NA
72,73,"qutweacc.120",0.57631418,1,NA
74,75,"meanseqacc.120",0.6267863925,1,NA
0,0,NA,0,-1,"Bicycle"
76,77,"varsp.120",0.646653974,1,NA
0,0,NA,0,-1,"Walk"
78,79,"skewacc.30",1.5331215015,1,NA
80,81,"entseqacc.30",0.363396794,1,NA
82,83,"queigseqacc.30",0.79550925,1,NA
84,85,"queignon.120",0.575,1,NA
